amount,time,transaction_type,device,location,merchant,card_type,customer_age,num_prev_transactions,is_fraud
13396,7,online,mobile,india,flipkart,credit,31,20,0
30545,16,online,laptop,india,amazon,debit,56,25,0
13345,0,offline,laptop,india,flipkart,credit,48,13,0
29224,10,online,laptop,india,amazon,debit,31,8,0
29999,7,offline,laptop,india,walmart,debit,23,46,0
44019,9,online,mobile,india,walmart,credit,29,11,0
43325,6,offline,mobile,foreign,flipkart,credit,33,41,0
35347,2,online,laptop,india,walmart,credit,34,5,0
29322,2,offline,mobile,india,local_shop,debit,62,19,0
26311,17,online,laptop,india,amazon,credit,40,23,0
37320,4,online,laptop,india,walmart,debit,31,26,0
26746,11,online,mobile,foreign,local_shop,debit,24,37,1
38749,11,offline,laptop,foreign,flipkart,debit,63,7,0
23149,18,online,laptop,foreign,local_shop,credit,49,0,1
14169,5,offline,mobile,foreign,flipkart,credit,32,48,0
32680,1,offline,laptop,foreign,flipkart,credit,61,48,0
31943,11,online,laptop,foreign,amazon,debit,34,23,1
2949,18,online,mobile,foreign,amazon,debit,58,46,0
40258,4,online,laptop,foreign,local_shop,credit,64,6,1
23389,11,offline,mobile,foreign,amazon,debit,61,18,0
44790,16,online,laptop,foreign,amazon,debit,51,21,1
35357,16,offline,mobile,foreign,amazon,credit,22,34,0
9923,9,offline,mobile,foreign,local_shop,credit,62,29,0
42075,22,online,mobile,foreign,walmart,credit,44,28,1
9640,16,online,laptop,foreign,amazon,debit,69,21,0
16464,14,online,mobile,foreign,amazon,debit,40,10,0
4711,11,online,mobile,foreign,local_shop,debit,57,19,0
27763,15,online,mobile,india,walmart,debit,31,28,0
38746,23,online,mobile,foreign,amazon,debit,32,40,1
31077,18,offline,mobile,india,flipkart,credit,60,41,0
29268,7,offline,laptop,foreign,local_shop,debit,50,33,0
49215,20,offline,laptop,foreign,amazon,debit,48,0,0
25571,16,online,laptop,india,amazon,debit,52,30,0
22787,22,offline,laptop,foreign,flipkart,credit,34,29,0
951,4,offline,laptop,india,flipkart,credit,45,47,0
18171,21,offline,laptop,india,local_shop,credit,36,17,0
6933,15,offline,laptop,india,local_shop,debit,63,16,0
12038,5,offline,mobile,foreign,flipkart,credit,40,37,0
35295,7,online,laptop,foreign,local_shop,credit,49,13,1
26244,17,online,mobile,foreign,flipkart,credit,57,22,1
4100,11,offline,mobile,india,amazon,debit,30,24,0
5152,14,offline,laptop,india,flipkart,credit,37,14,0
35606,8,offline,mobile,foreign,flipkart,debit,52,45,0
28174,12,online,mobile,foreign,walmart,debit,22,21,1
38255,14,online,mobile,foreign,flipkart,credit,26,2,1
40870,9,offline,mobile,foreign,flipkart,debit,46,18,0
32420,15,online,laptop,foreign,walmart,credit,23,43,1
38404,6,online,laptop,india,local_shop,debit,42,33,0
46347,16,offline,laptop,india,walmart,credit,48,34,0
4013,22,online,laptop,india,amazon,credit,39,49,0
17550,20,online,laptop,foreign,walmart,credit,19,0,0
24207,21,offline,laptop,india,amazon,debit,62,20,0
20864,6,online,laptop,india,local_shop,credit,22,28,0
43504,13,online,laptop,india,walmart,debit,44,5,0
20591,14,offline,laptop,india,walmart,credit,42,36,0
38594,20,online,laptop,india,local_shop,debit,25,0,0
3473,6,online,mobile,foreign,amazon,debit,18,0,0
12261,8,offline,laptop,india,walmart,credit,37,26,0
32096,18,offline,mobile,foreign,amazon,credit,61,20,0
27222,15,offline,mobile,foreign,walmart,credit,40,15,0
34950,7,online,mobile,foreign,flipkart,credit,49,43,1
27450,17,offline,mobile,foreign,walmart,credit,28,39,0
27572,22,online,laptop,foreign,local_shop,debit,56,25,1
28861,17,offline,mobile,india,local_shop,credit,64,15,0
25451,19,online,laptop,india,amazon,credit,41,27,0
23232,6,offline,laptop,foreign,walmart,debit,28,0,0
49149,2,offline,mobile,foreign,amazon,credit,46,35,0
15405,17,offline,laptop,foreign,amazon,credit,43,9,0
9917,9,offline,mobile,india,flipkart,debit,33,42,0
11361,6,online,mobile,foreign,flipkart,credit,52,16,0
517,16,offline,laptop,india,local_shop,credit,37,22,0
41676,13,offline,laptop,foreign,amazon,credit,63,6,0
20458,23,online,mobile,india,local_shop,debit,20,43,0
3367,2,offline,laptop,foreign,walmart,credit,18,6,0
17309,11,online,laptop,india,amazon,debit,64,43,0
24152,12,offline,laptop,foreign,amazon,credit,18,14,0
38613,1,offline,mobile,india,walmart,debit,34,33,0
26192,2,offline,mobile,india,walmart,credit,19,45,0
11438,4,online,laptop,india,local_shop,debit,46,44,0
512,10,offline,laptop,india,local_shop,debit,37,3,0
7643,7,offline,laptop,india,walmart,debit,23,13,0
40455,22,offline,laptop,india,local_shop,debit,25,13,0
33596,22,online,laptop,india,walmart,debit,46,15,0
23648,11,online,mobile,foreign,amazon,debit,65,6,1
27484,6,offline,laptop,foreign,amazon,credit,68,31,0
44525,14,online,mobile,foreign,flipkart,credit,50,18,1
38856,23,offline,laptop,foreign,amazon,debit,20,1,0
18988,16,offline,mobile,foreign,walmart,debit,52,9,0
35835,3,offline,laptop,india,local_shop,debit,22,49,0
47395,21,offline,mobile,india,flipkart,debit,44,16,0
48916,12,offline,laptop,india,local_shop,credit,61,36,0
17606,17,offline,mobile,india,walmart,debit,29,11,0
20563,0,offline,mobile,india,amazon,credit,37,5,0
18055,15,online,mobile,foreign,flipkart,credit,62,21,0
37941,12,online,mobile,foreign,walmart,debit,37,31,1
5204,9,online,mobile,foreign,flipkart,debit,26,40,0
35011,11,online,mobile,foreign,flipkart,credit,56,19,1
23290,1,online,laptop,india,amazon,credit,21,0,0
7457,22,online,mobile,india,walmart,debit,68,46,0
32579,2,online,laptop,india,local_shop,debit,36,5,0
44911,9,offline,laptop,foreign,flipkart,debit,55,18,0
36308,1,offline,laptop,india,flipkart,credit,44,17,0
20250,22,offline,laptop,foreign,local_shop,credit,62,5,0
5744,12,offline,laptop,india,walmart,debit,60,44,0
43386,12,online,mobile,india,flipkart,credit,30,32,0
47420,17,online,mobile,foreign,flipkart,credit,30,22,1
3014,2,offline,mobile,india,flipkart,debit,39,22,0
21452,6,offline,laptop,india,walmart,debit,45,25,0
46452,13,online,mobile,foreign,walmart,credit,69,12,1
45012,19,offline,mobile,india,local_shop,credit,64,6,0
14497,16,offline,mobile,foreign,walmart,debit,62,14,0
41655,20,offline,mobile,india,walmart,debit,39,43,0
47059,11,offline,mobile,india,amazon,debit,60,26,0
828,15,online,laptop,india,local_shop,debit,36,25,0
798,23,offline,mobile,india,flipkart,debit,25,32,0
40054,11,offline,laptop,india,walmart,credit,69,14,0
47380,14,online,laptop,india,flipkart,credit,25,35,0
14023,9,online,laptop,india,flipkart,credit,59,44,0
16879,6,offline,laptop,india,amazon,credit,43,26,0
7500,19,online,laptop,foreign,walmart,debit,65,4,0
24566,4,offline,mobile,foreign,local_shop,debit,68,1,0
37039,0,offline,mobile,india,walmart,debit,43,32,0
4460,16,online,mobile,india,flipkart,credit,40,15,0
35370,2,offline,laptop,foreign,local_shop,credit,60,22,0
17201,12,offline,mobile,india,walmart,credit,30,37,0
32407,13,offline,mobile,india,flipkart,debit,45,15,0
5586,23,offline,laptop,foreign,flipkart,credit,26,13,0
8435,17,online,laptop,india,amazon,debit,37,28,0
21464,3,online,laptop,india,amazon,debit,36,25,0
37359,17,offline,laptop,foreign,amazon,debit,65,34,0
23676,4,online,mobile,india,flipkart,debit,56,14,0
31767,15,offline,laptop,india,walmart,debit,68,2,0
11230,0,offline,laptop,foreign,amazon,debit,29,22,0
22072,20,offline,mobile,india,walmart,credit,32,28,0
40519,13,offline,mobile,foreign,amazon,debit,48,33,0
1267,14,offline,laptop,india,local_shop,debit,31,32,0
27292,8,online,mobile,india,local_shop,credit,28,40,0
1162,14,offline,laptop,foreign,amazon,debit,43,40,0
18640,16,online,laptop,foreign,flipkart,credit,59,22,0
24344,23,online,mobile,india,amazon,credit,44,6,0
21645,3,offline,mobile,foreign,amazon,credit,28,2,0
21789,11,offline,laptop,foreign,flipkart,debit,55,31,0
11274,4,offline,laptop,india,local_shop,debit,51,30,0
23025,4,offline,laptop,india,walmart,credit,60,17,0
37597,10,offline,mobile,india,amazon,debit,36,42,0
9448,5,online,laptop,foreign,flipkart,debit,23,6,0
23814,6,offline,laptop,foreign,amazon,credit,63,40,0
38202,23,offline,laptop,foreign,flipkart,credit,69,0,0
9024,13,online,laptop,foreign,walmart,debit,55,13,0
37198,23,online,laptop,india,walmart,credit,66,31,0
24494,10,offline,mobile,foreign,local_shop,credit,59,5,0
6901,12,online,laptop,india,flipkart,credit,45,38,0
37714,1,offline,laptop,foreign,flipkart,debit,18,9,0
6831,6,online,laptop,india,local_shop,debit,52,6,0
48236,19,online,laptop,india,local_shop,debit,57,25,0
23725,3,offline,mobile,india,flipkart,credit,25,33,0
17437,7,online,mobile,foreign,local_shop,debit,69,29,0
35407,19,online,mobile,india,walmart,credit,64,35,0
7156,21,online,laptop,india,amazon,debit,24,20,0
11616,20,online,laptop,foreign,walmart,debit,28,16,0
44361,18,online,mobile,india,local_shop,credit,56,32,0
1642,12,online,mobile,foreign,flipkart,debit,21,9,0
21777,13,offline,mobile,foreign,flipkart,credit,42,46,0
46832,9,offline,laptop,india,walmart,debit,29,41,0
39181,10,online,laptop,india,flipkart,debit,43,11,0
27669,1,offline,mobile,foreign,local_shop,credit,55,15,0
23422,8,offline,mobile,india,walmart,credit,63,40,0
19165,16,offline,mobile,foreign,flipkart,credit,29,31,0
18024,2,online,laptop,foreign,amazon,debit,60,14,0
22656,23,offline,laptop,foreign,amazon,debit,68,26,0
27062,5,online,laptop,india,local_shop,debit,54,27,0
28395,4,offline,mobile,foreign,flipkart,credit,63,16,0
13907,4,online,mobile,india,local_shop,credit,41,45,0
42448,21,online,laptop,india,walmart,credit,33,49,0
26532,14,offline,mobile,india,amazon,debit,30,1,0
17849,22,offline,laptop,india,walmart,debit,42,35,0
41559,16,online,mobile,foreign,flipkart,credit,69,49,1
26356,8,offline,mobile,india,local_shop,debit,21,6,0
40362,2,offline,mobile,foreign,local_shop,credit,28,12,0
37180,19,offline,mobile,foreign,local_shop,debit,49,14,0
1424,16,online,laptop,india,walmart,debit,66,24,0
25831,9,online,mobile,foreign,amazon,credit,24,22,1
36009,2,offline,laptop,foreign,walmart,debit,63,21,0
23903,17,offline,laptop,india,walmart,debit,28,25,0
19970,17,offline,laptop,foreign,flipkart,credit,45,32,0
34678,16,online,mobile,foreign,flipkart,credit,58,10,1
6688,23,online,laptop,foreign,flipkart,debit,40,9,0
38169,2,offline,laptop,foreign,amazon,credit,62,24,0
26890,2,offline,laptop,india,amazon,debit,40,36,0
25389,5,offline,mobile,foreign,flipkart,credit,67,47,0
28278,12,offline,mobile,foreign,flipkart,debit,45,42,0
28810,23,offline,laptop,foreign,amazon,debit,60,37,0
15585,14,offline,mobile,foreign,local_shop,credit,64,40,0
44582,8,online,laptop,india,amazon,debit,43,44,0
20752,3,offline,laptop,foreign,amazon,debit,42,23,0
4848,13,online,mobile,india,amazon,credit,46,39,0
21333,4,offline,laptop,foreign,flipkart,credit,36,45,0
9535,1,offline,mobile,india,local_shop,debit,50,32,0
3809,10,online,mobile,india,amazon,credit,53,16,0
30455,8,online,laptop,india,flipkart,credit,31,23,0
13216,23,online,mobile,india,walmart,debit,31,36,0
25570,2,online,mobile,india,walmart,debit,52,1,0
42444,8,offline,laptop,foreign,amazon,credit,47,31,0
43018,2,online,laptop,foreign,walmart,credit,45,23,1
39398,1,offline,mobile,foreign,local_shop,credit,34,8,0
43056,11,online,mobile,india,walmart,debit,20,3,0
14783,9,offline,laptop,foreign,walmart,debit,33,16,0
604,8,offline,mobile,india,local_shop,debit,63,16,0
34082,14,offline,mobile,india,amazon,debit,47,49,0
34399,7,offline,mobile,foreign,amazon,debit,69,47,0
28116,4,offline,mobile,foreign,local_shop,debit,46,29,0
24060,10,offline,mobile,india,local_shop,debit,62,39,0
33691,1,online,mobile,india,local_shop,credit,32,10,0
17412,23,offline,mobile,foreign,walmart,credit,63,20,0
37897,14,online,laptop,foreign,local_shop,debit,42,20,1
46296,5,online,laptop,foreign,flipkart,debit,68,17,1
49385,7,offline,laptop,foreign,walmart,debit,55,28,0
2205,4,online,laptop,india,amazon,credit,59,23,0
36495,15,offline,laptop,foreign,amazon,debit,64,9,0
45840,17,online,mobile,foreign,amazon,credit,69,44,1
22800,5,offline,mobile,foreign,walmart,credit,55,16,0
34720,4,online,mobile,india,flipkart,credit,40,17,0
37778,15,offline,mobile,india,local_shop,credit,42,41,0
20659,12,offline,laptop,india,local_shop,credit,59,47,0
27609,4,offline,mobile,india,amazon,debit,24,19,0
27960,12,offline,mobile,foreign,amazon,debit,39,36,0
11103,16,online,laptop,india,walmart,credit,34,44,0
21832,17,offline,mobile,foreign,flipkart,debit,35,17,0
25926,7,online,mobile,foreign,local_shop,credit,66,16,1
30454,12,online,laptop,foreign,walmart,credit,58,8,1
13943,18,online,mobile,foreign,local_shop,debit,27,13,0
44572,2,offline,mobile,india,amazon,debit,27,48,0
48629,23,online,mobile,india,local_shop,debit,24,28,0
6290,7,online,mobile,india,flipkart,debit,65,30,0
17740,1,online,mobile,foreign,flipkart,debit,67,3,0
38513,7,offline,laptop,foreign,amazon,credit,55,17,0
42456,12,offline,laptop,foreign,flipkart,debit,44,19,0
44697,12,online,laptop,foreign,flipkart,debit,69,46,1
40921,0,offline,laptop,foreign,walmart,debit,50,42,0
3430,5,offline,laptop,india,local_shop,credit,18,43,0
19187,23,online,laptop,foreign,amazon,debit,61,8,0
41530,18,online,mobile,india,amazon,credit,51,12,0
24604,15,offline,laptop,foreign,amazon,debit,21,14,0
7214,7,online,laptop,foreign,amazon,debit,34,26,0
13423,0,offline,mobile,india,amazon,credit,21,14,0
34221,15,offline,mobile,india,flipkart,debit,60,27,0
11075,8,offline,laptop,foreign,walmart,debit,43,36,0
11123,12,offline,mobile,foreign,amazon,credit,21,18,0
21547,10,offline,laptop,foreign,walmart,debit,18,25,0
25033,12,offline,mobile,foreign,walmart,credit,24,25,0
24059,20,online,laptop,india,flipkart,credit,47,24,0
767,9,online,mobile,foreign,amazon,credit,67,25,0
29803,3,offline,mobile,india,flipkart,credit,26,25,0
9437,5,offline,laptop,foreign,amazon,credit,52,45,0
46527,6,offline,laptop,india,flipkart,debit,25,27,0
36587,4,online,laptop,india,walmart,debit,41,48,0
19229,10,offline,laptop,foreign,amazon,debit,36,17,0
40351,12,online,laptop,india,local_shop,credit,53,31,0
32021,18,offline,mobile,foreign,walmart,credit,67,2,0
33407,22,offline,laptop,india,local_shop,credit,69,1,0
27455,9,online,laptop,foreign,walmart,credit,60,32,1
37832,9,online,mobile,india,flipkart,debit,44,41,0
4935,10,offline,mobile,foreign,amazon,debit,49,18,0
20259,20,offline,laptop,foreign,walmart,credit,31,16,0
38910,6,offline,mobile,india,flipkart,credit,35,43,0
47705,17,online,mobile,india,amazon,debit,45,32,0
40180,3,online,laptop,india,amazon,credit,46,11,0
38188,1,online,mobile,india,walmart,credit,33,48,0
13316,13,online,mobile,foreign,amazon,credit,52,2,0
35647,12,online,laptop,india,walmart,debit,64,42,0
31571,11,online,laptop,foreign,amazon,debit,48,48,1
17408,6,offline,mobile,india,local_shop,credit,21,25,0
27632,1,offline,mobile,foreign,flipkart,debit,54,34,0
34449,12,online,laptop,foreign,local_shop,credit,34,7,1
45545,13,offline,mobile,foreign,walmart,credit,56,35,0
5813,16,offline,mobile,foreign,local_shop,debit,65,6,0
49507,8,online,mobile,india,walmart,credit,63,45,0
4904,16,offline,laptop,india,amazon,credit,43,45,0
10236,7,online,mobile,foreign,amazon,debit,65,35,0
109,1,online,mobile,india,walmart,credit,56,15,0
19355,23,offline,laptop,india,local_shop,credit,58,23,0
23893,12,online,mobile,foreign,amazon,credit,21,0,1
29648,2,online,mobile,india,flipkart,debit,47,48,0
37992,15,online,laptop,india,amazon,credit,47,24,0
1115,5,online,laptop,india,flipkart,debit,39,9,0
27812,18,online,laptop,foreign,local_shop,credit,28,15,1
35061,6,online,laptop,india,flipkart,credit,19,15,0
8515,9,online,mobile,foreign,flipkart,credit,61,7,0
46418,8,online,mobile,india,flipkart,credit,29,28,0
47380,1,offline,laptop,india,flipkart,debit,47,38,0
23933,14,offline,laptop,india,amazon,debit,53,27,0
4258,4,offline,mobile,foreign,flipkart,credit,35,5,0
20409,21,online,laptop,foreign,amazon,credit,43,15,1
7070,3,online,mobile,india,flipkart,credit,24,19,0
7038,19,offline,laptop,foreign,walmart,credit,18,15,0
21268,3,offline,mobile,india,local_shop,credit,43,6,0
46640,17,offline,laptop,foreign,flipkart,credit,40,40,0
20484,3,online,laptop,foreign,walmart,credit,43,13,1
18117,16,offline,mobile,india,flipkart,credit,62,42,0
10444,11,offline,laptop,india,flipkart,debit,23,25,0
40134,21,online,mobile,india,flipkart,debit,23,25,0
8802,16,offline,mobile,india,walmart,debit,61,13,0
484,9,online,mobile,foreign,local_shop,credit,25,6,0
504,21,online,mobile,foreign,walmart,credit,41,32,0
41043,0,online,mobile,foreign,local_shop,credit,39,25,1
48026,21,offline,laptop,india,flipkart,debit,36,44,0
29289,23,offline,laptop,india,amazon,credit,54,19,0
12863,17,online,mobile,foreign,flipkart,debit,35,2,0
18484,17,offline,laptop,india,local_shop,credit,48,3,0
32706,13,offline,mobile,foreign,walmart,debit,54,25,0
9960,14,offline,laptop,foreign,flipkart,debit,47,10,0
38857,11,offline,laptop,foreign,walmart,debit,59,1,0
15206,3,online,laptop,foreign,walmart,credit,50,13,0
23674,2,offline,laptop,foreign,walmart,debit,27,43,0
23624,19,online,mobile,india,flipkart,credit,54,29,0
3736,11,online,mobile,india,walmart,credit,29,48,0
11016,6,offline,laptop,india,walmart,credit,47,11,0
4909,10,online,laptop,foreign,flipkart,credit,44,25,0
32301,0,offline,mobile,foreign,walmart,credit,56,43,0
13556,5,offline,laptop,foreign,flipkart,debit,26,32,0
48312,14,online,mobile,foreign,local_shop,credit,38,12,1
38865,14,online,mobile,india,local_shop,credit,29,13,0
34916,18,online,mobile,india,local_shop,credit,46,23,0
45206,10,online,laptop,foreign,walmart,credit,50,33,1
17200,22,offline,mobile,foreign,amazon,credit,60,43,0
22049,1,offline,laptop,foreign,amazon,debit,32,25,0
4644,13,offline,mobile,india,walmart,debit,19,20,0
37844,1,online,laptop,india,amazon,credit,69,27,0
45643,3,online,laptop,india,flipkart,debit,56,47,0
42883,16,online,laptop,foreign,amazon,debit,61,35,1
26757,2,offline,mobile,foreign,walmart,credit,35,39,0
36287,12,online,mobile,india,walmart,debit,20,1,0
47298,8,offline,laptop,foreign,flipkart,credit,24,41,0
7339,6,online,laptop,india,local_shop,debit,60,8,0
14589,14,offline,laptop,foreign,walmart,debit,35,22,0
49501,22,offline,mobile,india,flipkart,debit,61,14,0
43225,10,online,mobile,foreign,amazon,credit,55,12,1
28638,19,online,mobile,india,amazon,debit,54,22,0
32149,1,offline,mobile,india,flipkart,debit,50,16,0
37231,14,offline,laptop,india,flipkart,credit,61,47,0
43044,13,online,laptop,india,walmart,credit,48,1,0
8527,19,online,mobile,india,amazon,debit,28,19,0
41448,21,offline,mobile,india,flipkart,credit,21,19,0
24385,10,online,laptop,foreign,amazon,debit,35,45,1
37726,2,offline,mobile,foreign,flipkart,debit,21,2,0
42908,16,offline,mobile,foreign,amazon,credit,66,11,0
23028,11,online,mobile,india,local_shop,credit,51,39,0
19298,23,online,mobile,india,walmart,credit,46,1,0
19858,20,online,mobile,foreign,amazon,debit,41,35,0
15354,14,online,mobile,india,local_shop,credit,39,13,0
44338,15,online,laptop,india,amazon,debit,19,15,0
1352,4,offline,mobile,india,amazon,credit,61,18,0
39864,19,offline,mobile,india,local_shop,debit,23,33,0
12273,5,online,laptop,india,amazon,credit,59,43,0
37541,18,online,laptop,foreign,amazon,debit,42,45,1
26798,4,online,laptop,foreign,walmart,credit,38,5,1
15881,2,offline,mobile,foreign,local_shop,debit,33,12,0
13151,0,online,laptop,foreign,local_shop,credit,48,35,0
39749,5,online,mobile,foreign,flipkart,credit,31,21,1
7049,14,offline,mobile,india,amazon,debit,56,17,0
42389,1,offline,mobile,india,walmart,credit,45,11,0
8117,2,online,laptop,india,amazon,debit,49,29,0
7041,16,online,laptop,india,amazon,debit,45,39,0
26034,23,online,laptop,foreign,flipkart,credit,68,6,1
23486,11,offline,laptop,foreign,amazon,debit,66,31,0
10309,17,online,laptop,foreign,walmart,credit,26,47,0
17815,14,online,mobile,india,walmart,credit,62,18,0
29020,11,online,mobile,foreign,flipkart,debit,39,5,1
31803,15,offline,mobile,india,amazon,credit,49,19,0
42418,7,offline,mobile,foreign,walmart,debit,22,26,0
4737,13,online,laptop,foreign,amazon,debit,40,42,0
4954,16,online,laptop,india,amazon,credit,22,36,0
43188,20,offline,mobile,india,amazon,credit,59,47,0
37760,7,offline,laptop,foreign,flipkart,debit,49,6,0
39911,14,offline,laptop,foreign,amazon,debit,27,4,0
49389,13,offline,mobile,india,walmart,credit,56,10,0
19956,17,offline,mobile,foreign,amazon,credit,32,14,0
21933,19,offline,laptop,foreign,walmart,credit,24,2,0
20063,6,offline,laptop,india,amazon,credit,46,4,0
37032,2,offline,mobile,foreign,walmart,debit,64,22,0
27269,11,offline,mobile,india,walmart,credit,20,36,0
8041,20,online,mobile,foreign,amazon,debit,36,8,0
14488,23,online,laptop,india,amazon,debit,27,14,0
5669,2,online,mobile,foreign,walmart,credit,45,2,0
4400,19,offline,mobile,india,local_shop,debit,46,28,0
39137,13,online,laptop,foreign,flipkart,credit,32,5,1
36686,14,offline,laptop,india,local_shop,debit,52,16,0
12115,13,offline,laptop,foreign,local_shop,credit,23,25,0
45102,6,online,laptop,foreign,amazon,debit,29,20,1
6354,16,offline,laptop,foreign,flipkart,debit,64,7,0
17244,11,online,mobile,foreign,local_shop,credit,55,20,0
24314,19,online,mobile,foreign,amazon,credit,30,10,1
40218,3,online,laptop,foreign,local_shop,debit,46,37,1
15283,8,offline,laptop,foreign,local_shop,debit,36,7,0
6338,5,online,laptop,foreign,amazon,credit,20,41,0
6190,15,offline,laptop,foreign,amazon,debit,25,23,0
11737,21,online,laptop,india,amazon,credit,25,34,0
22515,21,online,mobile,india,flipkart,debit,37,13,0
24171,20,online,mobile,foreign,local_shop,credit,64,13,1
45515,20,offline,mobile,india,amazon,debit,21,9,0
42779,1,offline,mobile,foreign,walmart,credit,68,11,0
41340,23,offline,laptop,foreign,local_shop,credit,38,37,0
18371,7,online,mobile,india,walmart,debit,20,43,0
36134,10,online,laptop,foreign,flipkart,credit,62,45,1
33534,12,offline,laptop,foreign,amazon,debit,25,33,0
4288,16,offline,laptop,india,walmart,credit,40,40,0
49923,7,offline,mobile,india,flipkart,credit,33,9,0
10261,20,offline,laptop,foreign,amazon,credit,30,16,0
28832,17,offline,mobile,india,walmart,debit,20,16,0
11414,17,offline,mobile,india,walmart,credit,65,2,0
24054,13,online,laptop,foreign,flipkart,debit,26,30,1
21608,14,offline,laptop,india,amazon,credit,31,0,0
22069,5,online,laptop,india,amazon,debit,30,11,0
45759,10,online,mobile,foreign,walmart,debit,24,38,1
37645,12,offline,laptop,india,walmart,debit,32,3,0
36768,0,offline,mobile,india,walmart,credit,24,41,0
23161,5,online,laptop,foreign,amazon,debit,55,12,1
13816,8,offline,laptop,foreign,flipkart,credit,51,33,0
39849,7,offline,mobile,foreign,flipkart,debit,58,41,0
39244,10,online,mobile,india,amazon,debit,39,20,0
17007,21,online,mobile,foreign,local_shop,debit,41,21,0
18877,18,online,mobile,foreign,flipkart,debit,66,3,0
27793,23,offline,mobile,india,walmart,credit,54,17,0
43028,8,online,mobile,foreign,local_shop,debit,61,4,1
26429,16,offline,laptop,foreign,local_shop,debit,18,18,0
46992,11,online,laptop,foreign,flipkart,credit,27,1,1
16382,13,online,mobile,foreign,local_shop,debit,60,11,0
23724,14,online,laptop,india,local_shop,debit,33,16,0
23421,15,offline,mobile,foreign,flipkart,debit,63,9,0
10588,21,offline,laptop,foreign,flipkart,debit,25,33,0
22674,21,online,laptop,india,local_shop,credit,66,5,0
5340,19,online,mobile,foreign,walmart,credit,42,7,0
43321,0,online,mobile,india,amazon,debit,67,10,0
10578,9,offline,mobile,india,local_shop,credit,29,11,0
45262,7,online,laptop,india,local_shop,credit,42,8,0
19362,17,offline,mobile,foreign,walmart,debit,34,1,0
4532,0,online,laptop,india,local_shop,credit,43,7,0
29821,1,online,mobile,india,local_shop,debit,63,10,0
13668,0,online,laptop,india,amazon,credit,65,35,0
14278,0,online,laptop,foreign,amazon,credit,31,9,0
22295,8,online,mobile,foreign,amazon,credit,58,20,1
402,12,online,laptop,foreign,flipkart,debit,53,19,0
17122,0,offline,laptop,foreign,flipkart,credit,40,47,0
155,12,online,mobile,foreign,amazon,debit,60,7,0
45881,19,offline,laptop,foreign,amazon,debit,23,35,0
8817,21,online,mobile,foreign,flipkart,credit,64,28,0
28799,6,online,mobile,india,walmart,debit,22,41,0
8250,1,offline,mobile,india,local_shop,credit,60,11,0
2225,5,online,mobile,india,local_shop,debit,42,13,0
44347,6,offline,laptop,india,amazon,debit,35,47,0
48613,13,offline,laptop,foreign,walmart,credit,30,49,0
16848,17,online,laptop,india,flipkart,credit,60,20,0
39677,14,offline,mobile,india,amazon,credit,31,21,0
4721,1,offline,laptop,india,walmart,credit,45,20,0
15134,9,online,laptop,india,walmart,debit,35,43,0
46491,22,offline,mobile,foreign,walmart,debit,45,49,0
5226,11,online,mobile,foreign,flipkart,debit,68,29,0
5222,16,online,laptop,foreign,flipkart,credit,44,38,0
18130,7,online,mobile,india,local_shop,debit,49,19,0
17402,10,online,mobile,foreign,local_shop,credit,64,23,0
19281,2,offline,mobile,india,walmart,debit,26,22,0
38738,5,online,mobile,foreign,walmart,credit,57,6,1
1631,8,online,laptop,foreign,flipkart,debit,49,8,0
41040,5,offline,mobile,foreign,local_shop,debit,37,0,0
40541,8,online,mobile,foreign,walmart,credit,45,25,1
23433,6,online,mobile,foreign,local_shop,debit,50,37,1
39750,8,offline,mobile,india,local_shop,credit,21,37,0
34774,17,offline,mobile,foreign,walmart,debit,63,43,0
35954,11,offline,mobile,india,flipkart,debit,51,21,0
46371,7,offline,mobile,india,walmart,credit,65,43,0
8252,7,offline,mobile,india,walmart,credit,20,9,0
38618,17,offline,laptop,india,local_shop,debit,43,5,0
45640,19,offline,mobile,india,walmart,debit,25,16,0
10367,14,online,laptop,foreign,flipkart,debit,23,49,0
25389,6,offline,mobile,foreign,walmart,debit,33,37,0
1162,10,offline,mobile,foreign,flipkart,debit,41,23,0
30026,19,offline,mobile,foreign,flipkart,debit,65,9,0
6329,15,online,mobile,india,local_shop,credit,56,7,0
49377,3,online,laptop,foreign,amazon,credit,47,20,1
48015,5,offline,mobile,foreign,amazon,credit,62,5,0
4732,21,offline,mobile,india,local_shop,debit,30,20,0
39156,2,offline,laptop,india,walmart,debit,22,38,0
3696,8,online,laptop,foreign,local_shop,debit,42,23,0
44343,9,online,mobile,foreign,flipkart,credit,37,32,1
6268,13,offline,laptop,india,amazon,credit,35,17,0
42663,10,online,laptop,foreign,local_shop,debit,64,27,1
7661,17,offline,laptop,foreign,walmart,debit,35,31,0
8358,21,online,mobile,foreign,local_shop,credit,19,11,0
16716,11,online,mobile,foreign,amazon,credit,27,47,0
26834,22,offline,mobile,india,local_shop,credit,62,41,0
6471,11,offline,laptop,india,local_shop,debit,67,26,0
26169,12,offline,mobile,india,amazon,debit,64,9,0
14469,12,offline,laptop,foreign,flipkart,debit,29,45,0
13010,18,online,mobile,foreign,flipkart,credit,64,41,0
8043,18,online,mobile,foreign,amazon,credit,30,31,0
12299,22,online,laptop,foreign,local_shop,debit,67,41,0
15828,13,offline,mobile,foreign,amazon,debit,64,25,0
23375,3,online,laptop,india,flipkart,credit,28,24,0
